id,outcode,lat,lng
759,DY12,52.382574,-2.343756
760,DY13,52.324178,-2.283647
761,DY14,52.383725,-2.419712
762,DY2,52.492336,-2.085178
763,DY3,52.527922,-2.166603
764,DY4,52.5328,-2.054678
765,DY5,52.485945,-2.121581
766,DY6,52.496759,-2.173682
767,DY7,52.480567,-2.22685
768,DY8,52.45348,-2.157326
769,DY9,52.414482,-2.114541
770,E1,51.514997,-0.058707
771,E10,51.566937,-0.02058
772,E11,51.570225,0.016903
773,E12,51.55312,0.049956
774,E13,51.526833,0.025686
775,E14,51.502526,-0.017603
776,E15,51.538668,-0.000002
777,E16,51.511717,0.008797
778,E17,51.586008,-0.01838
779,E18,51.592584,0.025743
780,E1W,51.508,-0.058
781,E2,51.529447,-0.060197
782,E3,51.528805,-0.022753
783,E4,51.634048,-0.005886
784,E5,51.56232,-0.052916
785,E6,51.525507,0.057241
786,E7,51.547208,0.027899
787,E77,51.513948,-0.069129
788,E8,51.543908,-0.066085
789,E9,51.543915,-0.04111
790,E98,51.513678,-0.060885
791,EC1,51.52416,-0.096177
792,EC1A,51.52,-0.103
793,EC1M,51.520874,-0.104983
794,EC1N,51.52,-0.108
795,EC1P,51.524503,-0.112088
796,EC1R,51.525471,-0.107929
797,EC1V,51.527448,-0.095442
798,EC1Y,51.523,-0.093
799,EC2,51.520232,-0.094691
800,EC2A,51.523,-0.085
801,EC2M,51.518,-0.086
802,EC2N,51.519565,-0.096894
803,EC2P,51.520231,-0.09616
804,EC2R,51.517,-0.092
805,EC2V,51.516,-0.093
806,EC2Y,51.520875,-0.099838
807,EC3,51.516282,-0.091746
808,EC3A,51.515,-0.081
809,EC3M,51.512,-0.083
810,EC3N,51.513,-0.079
811,EC3P,51.52,-0.101
812,EC3R,51.512,-0.085
813,EC3V,51.517594,-0.097625
814,EC4,51.516936,-0.099089
815,EC4A,51.516,-0.107
816,EC4M,51.515,-0.1
817,EC4N,51.517592,-0.099089
818,EC4P,51.524503,-0.112088
819,EC4R,51.512,-0.091
820,EC4V,51.513,-0.1
821,EC4Y,51.514,-0.107
822,EC50,51.524503,-0.112088
823,EH1,55.95246,-3.193287
824,EH10,55.911085,-3.209224
825,EH11,55.931822,-3.259573
826,EH12,55.938025,-3.289028
827,EH13,55.914516,-3.250549
828,EH14,55.890045,-3.313271
829,EH15,55.949294,-3.11464
830,EH16,55.920213,-3.147799
831,EH17,55.907,-3.142
832,EH18,55.877368,-3.12549
833,EH19,55.869098,-3.098223
834,EH2,55.954426,-3.19428
835,EH20,55.880631,-3.141154
836,EH21,55.939,-3.045
837,EH22,55.892311,-3.043981
838,EH23,55.825999,-3.071295
839,EH24,55.851,-3.133
840,EH25,55.849896,-3.188347
841,EH26,55.833,-3.224
842,EH27,55.89,-3.422
843,EH28,55.914962,-3.488545
844,EH29,55.958629,-3.325925
845,EH3,55.95544,-3.199752
846,EH30,55.977132,-3.343232
847,EH31,56.044746,-2.78237
848,EH32,55.98128,-2.922538
849,EH33,55.939938,-2.924859
850,EH34,55.909708,-2.888197
851,EH35,55.911,-2.942
852,EH36,55.856,-2.851
853,EH37,55.862,-2.96
854,EH38,55.786,-2.96
855,EH39,56.022239,-2.729134
856,EH4,55.964883,-3.266006
857,EH40,55.99,-2.655
858,EH41,55.948,-2.774
859,EH42,55.986639,-2.529941
860,EH43,55.624,-3.01
861,EH44,55.630819,-3.117536
862,EH45,55.655,-3.191
863,EH46,55.737,-3.35
864,EH47,55.8487,-3.657962
865,EH48,55.904639,-3.68306
866,EH49,55.976,-3.598
867,EH5,55.973644,-3.216067
868,EH51,56.011,-3.605
869,EH52,55.935884,-3.533657
870,EH53,55.894,-3.476
871,EH54,55.887069,-3.531673
872,EH55,55.827129,-3.586158
873,EH6,55.974212,-3.16994
874,EH7,55.961516,-3.160533
875,EH8,55.948574,-3.157292
876,EH9,55.93123,-3.185591
877,EH91,55.923228,-3.305118
878,EH95,55.978621,-3.25352
879,EH99,55.955591,-3.17611
880,EN1,51.65707,-0.064145
881,EN10,51.737466,-0.038469
882,EN11,51.765161,-0.020712
883,EN2,51.66756,-0.104104
884,EN3,51.659716,-0.043503
885,EN4,51.654983,-0.16244
886,EN5,51.657535,-0.212605
887,EN6,51.703122,-0.182729
888,EN7,51.707789,-0.068741
889,EN8,51.699894,-0.034704
890,EN9,51.705839,0.019222
891,EX1,50.735387,-3.495332
892,EX10,50.716999,-3.258028
893,EX11,50.742373,-3.291821
894,EX12,50.711479,-3.101514
895,EX13,50.79597,-3.005628
896,EX14,50.833567,-3.182384
897,EX15,50.867547,-3.312843
898,EX16,50.939876,-3.513306
899,EX17,50.836527,-3.728982
900,EX18,50.89332,-3.900604
901,EX19,50.890882,-4.009567
902,EX2,50.698819,-3.526343
903,EX20,50.772251,-4.047948
904,EX21,50.799841,-4.215507
905,EX22,50.834593,-4.377198
906,EX23,50.811782,-4.544738
907,EX24,50.740181,-3.118285
908,EX3,50.695845,-3.454003
909,EX31,51.091432,-4.019402
910,EX32,51.070289,-3.957099
911,EX33,51.116494,-4.149066
912,EX34,51.185742,-4.097032
913,EX35,51.219583,-3.797174
914,EX36,51.021587,-3.767475
915,EX37,50.979092,-3.939565
916,EX38,50.938861,-4.147522
917,EX39,51.039546,-4.386887
918,EX4,50.741851,-3.552241
919,EX5,50.764172,-3.464934
920,EX6,50.677,-3.597
921,EX7,50.592,-3.473
922,EX8,50.629,-3.401
923,EX9,50.639,-3.323
924,FK1,55.944042,-3.808719
925,FK10,56.115,-3.781
926,FK11,56.15,-3.85
927,FK12,56.135235,-3.800051
928,FK13,56.151,-3.74
929,FK14,56.166,-3.66
930,FK15,56.203,-3.949
931,FK16,56.191,-4.059
932,FK17,56.24,-4.219
933,FK18,56.325,-4.328
934,FK19,56.371,-4.313
935,FK2,56.018196,-3.760685
936,FK20,56.406,-4.63
937,FK21,56.466,-4.319
938,FK3,56.013813,-3.714347
939,FK4,55.997,-3.906
940,FK5,56.025,-3.818
941,FK6,56.022,-3.915
942,FK7,56.097,-3.917
943,FK8,56.131,-4.051
944,FK9,56.142,-3.94
945,FY0,53.754603,-3.00801
946,FY1,53.815688,-3.043205
947,FY2,53.845,-3.039
948,FY3,53.821,-3.021
949,FY4,53.791,-3.028
950,FY5,53.874,-3.021
951,FY6,53.868,-2.981
952,FY7,53.916,-3.026
953,FY8,53.755768,-2.989812
954,G1,55.860728,-4.250792
955,G11,55.875426,-4.28626
956,G12,55.881937,-4.30071
957,G13,55.894,-4.347
958,G14,55.879865,-4.356199
959,G15,55.91,-4.365
960,G2,55.863181,-4.256355
961,G20,55.886,-4.282
962,G21,55.881,-4.22
963,G22,55.89,-4.251
964,G23,55.906808,-4.280199
965,G3,55.86522,-4.273145
966,G31,55.857,-4.208
967,G32,55.845503,-4.168896
968,G33,55.876658,-4.160782
969,G34,55.86876,-4.115423
970,G4,55.866838,-4.256146
971,G40,55.848,-4.222
972,G41,55.838,-4.282
973,G42,55.833009,-4.253158
974,G43,55.818,-4.29
975,G44,55.814,-4.255
976,G45,55.805,-4.231
977,G46,55.804,-4.307
978,G5,55.848,-4.252
979,G51,55.858,-4.314
980,G52,55.848,-4.348
981,G53,55.827206,-4.339707
982,G58,55.848424,-4.277233
983,G60,55.922,-4.453
984,G61,55.919,-4.33
985,G62,55.943,-4.32
986,G63,56.042,-4.364
987,G64,55.91953,-4.22368
988,G65,55.973,-4.057
989,G66,55.941,-4.153
990,G67,55.947,-3.985
991,G68,55.953,-4.01
992,G69,55.874,-4.102
993,G70,55.949409,-3.988955
994,G71,55.822,-4.073
995,G72,55.804,-4.128
996,G73,55.82,-4.206
997,G74,55.769,-4.173
998,G75,55.729059,-4.186465
999,G76,55.778,-4.272
1000,G77,55.752824,-4.354188
1001,G78,55.780391,-4.453932
1002,G79,55.771004,-4.223076
1003,G81,55.913,-4.406
1004,G82,55.952,-4.574
1005,G83,56.012,-4.585
1006,G84,56.050724,-4.768682
1007,G9,55.868635,-4.241903
1008,G90,55.872226,-4.233913
1009,GL1,51.853212,-2.242429
1010,GL10,51.743,-2.284
1011,GL11,51.689,-2.356
1012,GL12,51.625,-2.385
1013,GL13,51.693,-2.459
1014,GL14,51.806257,-2.452208
1015,GL15,51.731353,-2.572762
1016,GL16,51.800499,-2.613216
1017,GL17,51.861199,-2.509897
1018,GL18,51.948789,-2.41072
1019,GL19,51.940483,-2.290061
1020,GL2,51.846,-2.267
1021,GL20,52.00733,-2.110356
1022,GL3,51.865,-2.177
1023,GL4,51.83138,-2.176138
1024,GL5,51.738,-2.219
1025,GL50,51.905836,-2.083243
1026,GL51,51.896452,-2.122402
1027,GL52,51.916,-2.058
1028,GL53,51.844064,-2.046612
1029,GL54,51.880284,-1.875728
1030,GL55,52.061,-1.768
1031,GL56,51.988847,-1.716892
1032,GL6,51.747285,-2.176683
1033,GL7,51.729745,-1.855955
1034,GL8,51.642,-2.171
1035,GL9,51.557,-2.298
1036,GU1,51.246095,-0.552293
1037,GU10,51.187181,-0.789693
1038,GU11,51.252938,-0.76128
1039,GU12,51.259583,-0.727168
1040,GU13,51.274,-0.837
1041,GU14,51.297336,-0.768618
1042,GU15,51.334201,-0.736823
1043,GU16,51.304026,-0.728488
1044,GU17,51.323348,-0.807609
1045,GU18,51.347722,-0.668523
1046,GU19,51.363294,-0.692352
1047,GU2,51.245394,-0.596048
1048,GU20,51.368749,-0.658037
1049,GU21,51.325217,-0.576548
1050,GU22,51.309001,-0.556329
1051,GU23,51.297456,-0.500298
1052,GU24,51.324295,-0.62365
1053,GU25,51.403276,-0.579482
1054,GU26,51.110487,-0.757533
1055,GU27,51.067593,-0.709646
1056,GU28,50.987083,-0.638016
1057,GU29,50.987079,-0.76712
1058,GU3,51.245655,-0.637246
1059,GU30,51.062327,-0.808491
1060,GU31,50.991537,-0.883086
1061,GU32,51.017254,-1.013337
1062,GU33,51.053137,-0.896958
1063,GU34,51.123106,-0.970657
1064,GU35,51.129232,-0.852557
1065,GU4,51.24615,-0.526141
1066,GU46,51.337,-0.825
1067,GU47,51.348,-0.788
1068,GU5,51.196448,-0.507189
1069,GU51,51.283,-0.84
1070,GU52,51.264,-0.838
1071,GU6,51.131396,-0.482655
1072,GU7,51.186335,-0.61772
1073,GU8,51.14631,-0.640739
1074,GU9,51.21857,-0.787264
1075,GU95,51.326293,-0.763075
1076,GY1,49.452881,-2.543269
1077,GY2,49.483814,-2.542925
1078,GY3,49.481938,-2.537658
1079,GY4,49.433639,-2.549065
1080,GY5,49.466707,-2.598564
1081,GY6,49.46683,-2.557664
1082,GY7,49.443875,-2.623538
1083,GY8,49.428479,-2.622825
1084,GY9,49.716768,-2.203349
1085,HA0,51.55141,-0.30637
1086,HA1,51.577621,-0.34071
1087,HA2,51.578193,-0.356947
1088,HA3,51.59609,-0.319493
1089,HA4,51.570801,-0.411626
1090,HA5,51.597882,-0.389899
1091,HA6,51.614211,-0.426922
1092,HA7,51.613257,-0.315123
1093,HA8,51.614631,-0.277399
1094,HA9,51.560683,-0.28735
1095,HD1,53.647016,-1.78919
1096,HD2,53.669774,-1.783387
1097,HD3,53.651652,-1.860554
1098,HD4,53.616143,-1.782663
1099,HD5,53.656408,-1.740593
1100,HD6,53.704027,-1.777702
1101,HD7,53.616402,-1.882928
1102,HD8,53.600014,-1.683796
1103,HD9,53.572013,-1.802889
1104,HG1,54.001474,-1.531793
1105,HG2,53.987,-1.526
1106,HG3,54.031,-1.616
1107,HG4,54.156,-1.566
1108,HG5,54.013,-1.457
1109,HP1,51.752211,-0.504525
1110,HP10,51.609677,-0.714803
1111,HP11,51.620572,-0.738992
1112,HP12,51.632719,-0.783478
1113,HP13,51.634995,-0.743326
1114,HP14,51.649055,-0.844553
1115,HP15,51.654159,-0.715366
1116,HP16,51.70755,-0.71862
1117,HP17,51.770898,-0.858398
1118,HP18,51.821403,-0.920622
1119,HP19,51.823018,-0.826877
1120,HP2,51.782653,-0.475261
1121,HP20,51.820526,-0.798676
1122,HP21,51.805237,-0.801427
1123,HP22,51.818006,-0.826975
1124,HP23,51.796055,-0.654542
1125,HP27,51.717252,-0.834943
1126,HP3,51.723967,-0.484083
1127,HP4,51.787597,-0.571426
1128,HP5,51.713562,-0.607885
1129,HP6,51.680571,-0.607794
1130,HP7,51.660581,-0.618655
1131,HP8,51.645743,-0.571467
1132,HP9,51.606588,-0.631522
1133,HR1,52.065748,-2.628451
1134,HR2,51.987916,-2.830065
1135,HR3,52.098264,-2.981895
1136,HR4,52.116407,-2.822952
1137,HR5,52.183166,-3.066028
1138,HR6,52.243215,-2.77176
1139,HR7,52.185816,-2.539378
1140,HR8,52.048396,-2.451934
1141,HR9,51.908,-2.582
1142,HS1,58.213,-6.381
1143,HS2,58.249,-6.468
1144,HS3,57.879,-6.853
1145,HS4,57.87,-6.69
1146,HS5,57.8,-6.961
1147,HS6,57.601,-7.299
1148,HS7,57.447,-7.34
1149,HS8,57.233,-7.346
1150,HS9,56.972,-7.472
1151,HU1,53.739795,-0.345166
1152,HU10,53.746965,-0.451128
1153,HU11,53.826,-0.22
1154,HU12,53.724,-0.13
1155,HU13,53.724602,-0.44029
1156,HU14,53.728,-0.5
1157,HU15,53.75691,-0.653016
1158,HU16,53.786181,-0.456272
1159,HU17,53.855574,-0.420586
1160,HU18,53.909,-0.167
1161,HU19,53.71386,0.039661
1162,HU2,53.75,-0.338
1163,HU20,53.788,-0.513
1164,HU3,53.741779,-0.358884
1165,HU4,53.736,-0.4
1166,HU5,53.760661,-0.376675
1167,HU6,53.785866,-0.363347
1168,HU7,53.794754,-0.3267
1169,HU8,53.769,-0.299
1170,HU9,53.756,-0.286
1171,HX1,53.720845,-1.873504
1172,HX2,53.743759,-1.919128
1173,HX3,53.728308,-1.8397
1174,HX4,53.682634,-1.89299
1175,HX5,53.69827,-1.833353
1176,HX6,53.683164,-1.923889
1177,HX7,53.73509,-2.025249
1178,IG1,51.559686,0.068347
1179,IG10,51.649175,0.056057
1180,IG11,51.53402,0.099884
1181,IG2,51.57348,0.08385
1182,IG3,51.564915,0.097782
1183,IG4,51.574155,0.056587
1184,IG5,51.5781,0.061798
1185,IG6,51.585973,0.095711
1186,IG7,51.622804,0.082497
1187,IG8,51.607057,0.036802
1188,IG9,51.622193,0.03903
1189,IM1,54.15147,-4.4819153
1190,IM2,54.150921,-4.85417
1191,IM3,54.1730097,-4.446974
1192,IM4,54.1928611,-4.4831809
1193,IM5,54.169447,-4.727593
1194,IM6,54.2801,-4.585813
1195,IM7,54.381528,-4.4273065
1196,IM8,54.2948433,-4.3895247
1197,IM9,54.0950888,-4.6928518
1198,IP1,52.072326,1.134822
1199,IP10,52.024963,1.250815
1200,IP11,51.969905,1.340978
1201,IP12,52.081959,1.415904
1202,IP13,52.189287,1.331651
1203,IP14,52.208359,1.082088
1204,IP15,52.171953,1.586475
1205,IP16,52.207378,1.57624
1206,IP17,52.239352,1.516316
1207,IP18,52.33059,1.655463
1208,IP19,52.341547,1.483608
1209,IP2,52.04518,1.13314
1210,IP20,52.407036,1.331071
1211,IP21,52.375472,1.223617
1212,IP22,52.383493,1.016119
1213,IP23,52.313068,1.114632
1214,IP24,52.444044,0.753403
1215,IP25,52.535553,0.837201
1216,IP26,52.515619,0.574931
1217,IP27,52.423556,0.573904
1218,IP28,52.328402,0.551091
1219,IP29,52.179452,0.665757
1220,IP3,52.041548,1.184873
1221,IP30,52.18847,0.828978
1222,IP31,52.30502,0.839422
1223,IP32,52.25275,0.724982
1224,IP33,52.240229,0.701072
1225,IP4,52.06252,1.188256
1226,IP5,52.065921,1.217
1227,IP6,52.11928,1.127177
1228,IP7,52.081399,0.99618
1229,IP8,52.06467,1.063923
1230,IP9,52.002073,1.147109
1231,IP98,52.376705,1.116422
1232,IV1,57.501885,-4.268315
1233,IV10,57.585,-4.126
1234,IV11,57.677,-4.038
1235,IV12,57.574,-3.864
1236,IV13,57.343,-4.013
1237,IV14,57.586,-4.547
1238,IV15,57.599,-4.43
1239,IV16,57.665,-4.337
1240,IV17,57.7,-4.26
1241,IV18,57.702,-4.155
1242,IV19,57.805,-4.061
1243,IV2,57.386453,-4.236133
1244,IV20,57.786,-3.907
1245,IV21,57.724,-5.72
1246,IV22,57.742,-5.506
1247,IV23,57.773,-5.01
1248,IV24,57.891,-4.355
1249,IV25,57.891,-4.042
1250,IV26,57.916,-5.173
1251,IV27,58.277,-4.8
1252,IV28,58.015,-4.157
1253,IV3,57.477,-4.245
1254,IV30,57.654,-3.327
1255,IV31,57.717,-3.289
1256,IV32,57.613613,-3.178513
1257,IV36,57.578724,-3.582018
1258,IV4,57.376175,-4.801998
1259,IV40,57.275,-5.65
1260,IV41,57.274,-5.735
1261,IV42,57.239,-5.829
1262,IV43,57.156,-5.81
1263,IV44,57.115,-5.874
1264,IV45,57.067,-5.906
1265,IV46,57.114,-5.984
1266,IV47,57.294,-6.344
1267,IV48,57.311,-6.098
1268,IV49,57.228,-5.946
1269,IV5,57.468,-4.411
1270,IV51,57.481,-6.246
1271,IV52,57.337,-5.651
1272,IV53,57.344,-5.554
1273,IV54,57.431,-5.616
1274,IV55,57.459,-6.611
1275,IV56,57.366,-6.429
1276,IV6,57.526,-4.458
1277,IV63,57.323,-4.505
1278,IV7,57.584,-4.384
1279,IV8,57.554,-4.265
1280,IV9,57.569,-4.177
1281,JE1,49.2,-2.1333
1282,JE2,49.198461,-2.116311
1283,JE3,49.186386,-2.204252
1284,JE4,49.2,-2.1333
1285,KA1,55.575944,-4.499006
1286,KA10,55.550826,-4.648273
1287,KA11,55.612651,-4.623617
1288,KA12,55.619641,-4.668236
1289,KA13,55.671278,-4.663319
1290,KA14,55.74,-4.671
1291,KA15,55.737551,-4.602323
1292,KA16,55.607,-4.33
1293,KA17,55.615497,-4.347907
1294,KA18,55.451,-4.239
1295,KA19,55.346,-4.667
1296,KA2,55.591135,-4.557859
1297,KA20,55.640901,-4.753067
1298,KA21,55.65747,-4.770053
1299,KA22,55.659912,-4.811473
1300,KA23,55.682579,-4.846272
1301,KA24,55.71,-4.715
1302,KA25,55.753,-4.688
1303,KA26,55.219,-4.834
1304,KA27,55.539,-5.172
1305,KA28,55.755,-4.924
1306,KA29,55.757,-4.853
1307,KA3,55.675488,-4.485808
1308,KA30,55.815751,-4.855692
1309,KA4,55.599,-4.382
1310,KA5,55.51,-4.386
1311,KA6,55.415,-4.505
1312,KA7,55.448,-4.628
1313,KA8,55.472,-4.612
1314,KA9,55.497,-4.604
1315,KT1,51.408237,-0.297472
1316,KT10,51.367456,-0.35705
1317,KT11,51.320095,-0.412597
1318,KT12,51.37773,-0.406744
1319,KT13,51.364483,-0.451296
1320,KT14,51.338183,-0.492064
1321,KT15,51.363,-0.494
1322,KT16,51.381969,-0.53427
1323,KT17,51.341534,-0.248236
1324,KT18,51.299502,-0.263596
1325,KT19,51.35196,-0.274087
1326,KT2,51.420081,-0.282904
1327,KT20,51.278613,-0.249895
1328,KT21,51.313868,-0.303723
1329,KT22,51.307868,-0.332377
1330,KT23,51.278338,-0.365836
1331,KT24,51.269,-0.429
1332,KT3,51.401798,-0.254786
1333,KT4,51.376935,-0.246493
1334,KT5,51.390594,-0.284785
1335,KT6,51.386646,-0.302252
1336,KT7,51.391824,-0.320101
1337,KT8,51.400236,-0.354739
1338,KT9,51.355793,-0.30435
1339,KW1,58.516048,-3.243888
1340,KW10,57.975,-3.975
1341,KW11,58.305,-4.13
1342,KW12,58.506,-3.491
1343,KW13,58.455,-3.895
1344,KW14,58.589,-3.556
1345,KW15,58.981,-2.959
1346,KW16,58.96,-3.274
1347,KW17,59.042,-3.003
1348,KW2,58.349,-3.163
1349,KW3,58.308,-3.279
1350,KW5,58.287,-3.382
1351,KW6,58.249,-3.442
1352,KW7,58.187,-3.5
1353,KW8,58.116,-3.664
1354,KW9,58.014,-3.858
1355,KY1,56.130216,-3.129049
1356,KY10,56.241041,-2.704173
1357,KY11,56.047,-3.415
1358,KY12,56.094297,-3.525096
1359,KY13,56.210245,-3.456839
1360,KY14,56.31,-3.239
1361,KY15,56.3,-3.051
1362,KY16,56.339445,-2.804724
1363,KY2,56.123,-3.182
1364,KY3,56.064,-3.23
1365,KY4,56.115,-3.361
1366,KY5,56.145,-3.294
1367,KY6,56.197,-3.197
1368,KY7,56.197,-3.154
1369,KY8,56.197,-3.011
1370,KY9,56.21,-2.833
1371,KY99,56.059361,-3.444143
1372,L1,53.402051,-2.979837
1373,L10,53.47567,-2.928869
1374,L11,53.446588,-2.915847
1375,L12,53.435,-2.895
1376,L13,53.416145,-2.919508
1377,L14,53.418577,-2.882546
1378,L15,53.396904,-2.919002
1379,L16,53.397133,-2.898255
1380,L17,53.376294,-2.943622
1381,L18,53.38,-2.907
1382,L19,53.357016,-2.904938
1383,L2,53.407254,-2.985318
1384,L20,53.449902,-2.991349
1385,L21,53.471,-2.999
1386,L22,53.476583,-3.029664
1387,L23,53.491,-3.022
1388,L24,53.343,-2.836
1389,L25,53.378,-2.862
1390,L26,53.366636,-2.835282
1391,L27,53.386255,-2.844566
1392,L28,53.435,-2.864
1393,L29,53.507,-2.983
1394,L3,53.40334,-2.984977
1395,L30,53.484,-2.971
1396,L31,53.51693,-2.924429
1397,L32,53.478,-2.888
1398,L33,53.487237,-2.859828
1399,L34,53.446077,-2.826118
1400,L35,53.4027,-2.780354
1401,L36,53.414237,-2.842227
1402,L37,53.561579,-3.041104
1403,L38,53.524,-3.05
1404,L39,53.560045,-2.906784
1405,L4,53.437956,-2.959766
1406,L40,53.603383,-2.847126
1407,L5,53.425085,-2.976998
1408,L6,53.421698,-2.951493
1409,L67,53.42897,-2.958583
1410,L68,53.473055,-2.96069
1411,L69,53.407,-2.974
1412,L7,53.405138,-2.947701
1413,L70,53.413752,-2.929109
1414,L71,53.439492,-2.971429
1415,L72,53.4803,-2.988368
1416,L73,53.406399,-2.975554
1417,L74,53.393801,-2.988061
1418,L75,53.438613,-2.985222
1419,L8,53.39,-2.962
1420,L9,53.466068,-2.948398
1421,LA1,54.039125,-2.793106
1422,LA10,54.311133,-2.459054
1423,LA11,54.228867,-2.923676
1424,LA12,54.212323,-3.053453
1425,LA13,54.108096,-3.18441
1426,LA14,54.110315,-3.229479
1427,LA15,54.145988,-3.190365
1428,LA16,54.158056,-3.203576
1429,LA17,54.238938,-3.17389
1430,LA18,54.24227,-3.290703
1431,LA19,54.276136,-3.350277
1432,LA2,54.034544,-2.607522
1433,LA20,54.329257,-3.195772
1434,LA21,54.366659,-3.018281
1435,LA22,54.407076,-3.009829
1436,LA23,54.371625,-2.909535
1437,LA3,54.03401,-2.873115
1438,LA4,54.070238,-2.850976
1439,LA5,54.144818,-2.7924
1440,LA6,54.20768,-2.551153
1441,LA7,54.223064,-2.749163
1442,LA8,54.336969,-2.731064
1443,LA9,54.325,-2.742
1444,LD1,52.293074,-3.366511
1445,LD2,52.141,-3.393
1446,LD3,51.96,-3.371
1447,LD4,52.118,-3.555
1448,LD5,52.127,-3.616
1449,LD6,52.309,-3.508
1450,LD7,52.352,-3.085
1451,LD8,52.268,-3.043
1452,LE1,52.63265,-1.128715
1453,LE10,52.518598,-1.349618
1454,LE11,52.766197,-1.226553
1455,LE12,52.782215,-1.218006
1456,LE13,52.763672,-0.890501
1457,LE14,52.78518,-0.873191
1458,LE15,52.642075,-0.714067
1459,LE16,52.493364,-0.863487
1460,LE17,52.461783,-1.154466
1461,LE18,52.574807,-1.113099
1462,LE19,52.577641,-1.272958
1463,LE2,52.603876,-1.092301
1464,LE21,52.632649,-1.125237
1465,LE3,52.601742,-1.247737
1466,LE4,52.664858,-1.125051
1467,LE41,52.654113,-1.121497
1468,LE5,52.639082,-1.08484
1469,LE55,52.690357,-1.290318
1470,LE6,52.684859,-1.234634
1471,LE65,52.753324,-1.451506
1472,LE67,52.716169,-1.352162
1473,LE7,52.677164,-1.020786
1474,LE8,52.559415,-1.064737
1475,LE87,52.596957,-1.154074
1476,LE9,52.578862,-1.275923
1477,LE94,52.483686,-0.905523
1478,LE95,52.606176,-1.19056
1479,LL11,53.070199,-3.109533
1480,LL12,53.086,-2.988
1481,LL13,53.036,-2.96
1482,LL14,52.992,-3.051
1483,LL15,53.103,-3.315
1484,LL16,53.185,-3.432
1485,LL17,53.267111,-3.422005
1486,LL18,53.31,-3.475
1487,LL19,53.331,-3.408
1488,LL20,52.959,-3.159
1489,LL21,52.99,-3.409
1490,LL22,53.21848,-3.617737
1491,LL23,52.90575,-3.610362
1492,LL24,53.057,-3.785
1493,LL25,53.054,-3.878
1494,LL26,53.139,-3.785
1495,LL27,53.147,-3.824
1496,LL28,53.288,-3.76
1497,LL29,53.289,-3.708
1498,LL30,53.318,-3.815
1499,LL31,53.291,-3.81
1500,LL32,53.26,-3.839
1501,LL33,53.25,-3.98
1502,LL34,53.288021,-3.884084
1503,LL35,52.547,-4.041
1504,LL36,52.622007,-4.003115
1505,LL37,52.666,-4.083
1506,LL38,52.698,-4.039
1507,LL39,52.711,-4.011
1508,LL40,52.756,-3.875
1509,LL41,52.969,-3.938
1510,LL42,52.725,-4.054
1511,LL43,52.774,-4.092
1512,LL44,52.791,-4.096
1513,LL45,52.82,-4.095
1514,LL46,52.882838,-4.101436
