id,outcode,lat,lng
1515,LL47,52.902,-4.062
1516,LL48,52.936,-4.07
1517,LL49,52.929,-4.138
1518,LL51,52.974,-4.238
1519,LL52,52.935934,-4.221175
1520,LL53,52.884,-4.491
1521,LL54,53.059,-4.285
1522,LL55,53.134,-4.204
1523,LL56,53.187,-4.199
1524,LL57,53.207,-4.111
1525,LL58,53.28,-4.099
1526,LL59,53.235,-4.159
1527,LL60,53.215,-4.27
1528,LL61,53.195,-4.262
1529,LL62,53.21,-4.385
1530,LL63,53.219,-4.471
1531,LL64,53.228,-4.517
1532,LL65,53.301,-4.569
1533,LL66,53.381,-4.405
1534,LL67,53.411,-4.456
1535,LL68,53.398,-4.377
1536,LL69,53.386,-4.318
1537,LL70,53.364,-4.287
1538,LL71,53.327,-4.368
1539,LL72,53.35,-4.24
1540,LL73,53.335,-4.244
1541,LL74,53.316,-4.232
1542,LL75,53.283,-4.218
1543,LL76,53.301,-4.238
1544,LL77,53.26,-4.311
1545,LL78,53.317,-4.262
1546,LN1,53.281461,-0.64398
1547,LN10,53.172046,-0.21673
1548,LN11,53.347522,0.001774
1549,LN12,53.333715,0.238474
1550,LN13,53.271806,0.18645
1551,LN2,53.28172,-0.488863
1552,LN3,53.268118,-0.409527
1553,LN4,53.131421,-0.322683
1554,LN5,53.156171,-0.583975
1555,LN6,53.182607,-0.64022
1556,LN7,53.465824,-0.329022
1557,LN8,53.347159,-0.340955
1558,LN9,53.219354,-0.11284
1559,LS1,53.798097,-1.551366
1560,LS10,53.767656,-1.528875
1561,LS11,53.776,-1.556
1562,LS12,53.788353,-1.600485
1563,LS13,53.81,-1.634
1564,LS14,53.839298,-1.438922
1565,LS15,53.811983,-1.432343
1566,LS16,53.859037,-1.602304
1567,LS17,53.889832,-1.518644
1568,LS18,53.851168,-1.652254
1569,LS19,53.861074,-1.678595
1570,LS2,53.80295,-1.547347
1571,LS20,53.874733,-1.730043
1572,LS21,53.941924,-1.665687
1573,LS22,53.945359,-1.407917
1574,LS23,53.904,-1.354
1575,LS24,53.87,-1.252
1576,LS25,53.794846,-1.289851
1577,LS26,53.755674,-1.445346
1578,LS27,53.748896,-1.604817
1579,LS28,53.806574,-1.671105
1580,LS29,53.924246,-1.822439
1581,LS3,53.801,-1.56
1582,LS4,53.806593,-1.580643
1583,LS5,53.81528,-1.594178
1584,LS6,53.82,-1.568
1585,LS7,53.819271,-1.543001
1586,LS8,53.827747,-1.504109
1587,LS88,53.750785,-1.538965
1588,LS9,53.796771,-1.50574
1589,LS98,53.778778,-1.525004
1590,LS99,53.78669,-1.592793
1591,LU1,51.865456,-0.434819
1592,LU2,51.888005,-0.376089
1593,LU3,51.916211,-0.451287
1594,LU4,51.907458,-0.467724
1595,LU5,51.925226,-0.517439
1596,LU6,51.861683,-0.549574
1597,LU7,51.892898,-0.659637
1598,M1,53.478484,-2.23557
1599,M11,53.478896,-2.181232
1600,M12,53.464,-2.201
1601,M13,53.459219,-2.216237
1602,M14,53.447165,-2.225736
1603,M15,53.465937,-2.249446
1604,M16,53.455693,-2.269222
1605,M17,53.469253,-2.322645
1606,M18,53.46,-2.183707
1607,M19,53.429896,-2.194349
1608,M2,53.479005,-2.244153
1609,M20,53.422428,-2.234445
1610,M21,53.43395,-2.26996
1611,M22,53.385651,-2.259741
1612,M23,53.395878,-2.287664
1613,M24,53.557418,-2.201658
1614,M25,53.533231,-2.271332
1615,M26,53.562,-2.333
1616,M27,53.512,-2.337
1617,M28,53.512763,-2.398658
1618,M29,53.508,-2.457
1619,M3,53.483592,-2.245642
1620,M30,53.484,-2.354
1621,M31,53.428787,-2.400233
1622,M32,53.45,-2.309
1623,M33,53.421514,-2.323351
1624,M34,53.458359,-2.125018
1625,M35,53.50564,-2.151632
1626,M38,53.532,-2.421
1627,M4,53.485463,-2.2288
1628,M40,53.504971,-2.194247
1629,M41,53.454354,-2.367779
1630,M43,53.484989,-2.147084
1631,M44,53.440024,-2.430289
1632,M45,53.544338,-2.294643
1633,M46,53.526,-2.49
1634,M5,53.478043,-2.294437
1635,M50,53.479393,-2.304275
1636,M6,53.492,-2.297
1637,M60,53.486,-2.228
1638,M60,53.482366,-2.241697
1639,M7,53.505,-2.26
1640,M8,53.509,-2.239
1641,M9,53.521264,-2.214154
1642,M90,53.376484,-2.276032
1643,M99,53.484512,-2.234866
1644,ME1,51.359086,0.491901
1645,ME10,51.344729,0.734229
1646,ME11,51.413,0.749
1647,ME12,51.404436,0.848618
1648,ME13,51.282343,0.888599
1649,ME14,51.298306,0.561062
1650,ME15,51.254,0.534
1651,ME16,51.273913,0.487237
1652,ME17,51.235,0.61
1653,ME18,51.237998,0.429235
1654,ME19,51.296514,0.398846
1655,ME2,51.380165,0.477404
1656,ME20,51.306668,0.471064
1657,ME3,51.438757,0.588872
1658,ME4,51.383863,0.531896
1659,ME5,51.351094,0.522686
1660,ME6,51.327,0.441
1661,ME7,51.361432,0.562335
1662,ME8,51.361196,0.601817
1663,ME9,51.332221,0.724685
1664,MK1,52.006042,-0.726102
1665,MK10,52.038708,-0.717943
1666,MK11,52.051048,-0.838194
1667,MK12,52.057767,-0.820093
1668,MK13,52.056028,-0.796945
1669,MK14,52.064174,-0.782128
1670,MK15,52.051214,-0.718167
1671,MK16,52.103982,-0.713042
1672,MK17,51.997976,-0.718025
1673,MK18,51.985593,-0.950963
1674,MK19,52.071511,-0.843227
1675,MK2,51.991505,-0.724342
1676,MK3,51.994067,-0.752453
1677,MK4,52.003753,-0.768654
1678,MK40,52.13717,-0.479912
1679,MK41,52.163786,-0.444731
1680,MK42,52.118664,-0.469618
1681,MK43,52.1155,-0.56655
1682,MK44,52.201139,-0.435438
1683,MK45,52.045799,-0.453286
1684,MK46,52.15748,-0.695984
1685,MK5,52.019583,-0.769548
1686,MK6,52.028502,-0.72832
1687,MK7,52.018159,-0.692361
1688,MK77,52.042089,-0.81887
1689,MK8,52.033262,-0.806771
1690,MK9,52.040574,-0.733722
1691,ML1,55.803476,-3.967203
1692,ML10,55.669269,-4.094852
1693,ML11,55.667,-3.786
1694,ML12,55.566,-3.596
1695,ML2,55.777,-3.913
1696,ML3,55.77,-4.054
1697,ML4,55.820034,-4.019573
1698,ML5,55.873922,-4.032131
1699,ML6,55.867,-3.962
1700,ML7,55.83,-3.793
1701,ML8,55.716737,-3.827221
1702,ML9,55.725,-3.967
1703,N1,51.520203,-0.118901
1704,N10,51.59513,-0.145825
1705,N11,51.615533,-0.141471
1706,N12,51.613508,-0.178379
1707,N13,51.618858,-0.10314
1708,N14,51.637923,-0.097316
1709,N15,51.582035,-0.080924
1710,N16,51.562311,-0.076447
1711,N17,51.595864,-0.070642
1712,N18,51.614927,-0.067741
1713,N19,51.563579,-0.132378
1714,N1P,51.538425,-0.103278
1715,N2,51.58786,-0.169374
1716,N20,51.628007,-0.189563
1717,N21,51.637296,-0.097336
1718,N22,51.601747,-0.114115
1719,N3,51.600312,-0.193028
1720,N4,51.570184,-0.102965
1721,N5,51.553744,-0.097731
1722,N6,51.557023,-0.05603
1723,N7,51.554382,-0.120549
1724,N8,51.583318,-0.116275
1725,N9,51.621502,-0.077312
1726,NE1,54.981782,-1.626919
1727,NE10,54.946321,-1.552178
1728,NE11,54.93072,-1.640998
1729,NE12,55.025297,-1.564569
1730,NE13,55.049991,-1.659688
1731,NE15,54.993057,-1.771307
1732,NE16,54.927119,-1.71104
1733,NE17,54.931603,-1.820496
1734,NE18,55.034773,-1.837639
1735,NE19,55.164375,-2.101263
1736,NE2,54.985004,-1.611361
1737,NE20,55.079673,-1.85746
1738,NE21,54.95684,-1.725097
1739,NE22,55.139054,-1.581981
1740,NE23,55.077648,-1.586548
1741,NE24,55.130625,-1.536318
1742,NE25,55.053899,-1.494396
1743,NE26,55.056624,-1.473973
1744,NE27,55.039304,-1.51945
1745,NE28,55.003267,-1.516431
1746,NE29,55.01027,-1.483932
1747,NE3,55.018388,-1.635138
1748,NE30,55.020213,-1.45412
1749,NE31,54.969735,-1.508682
1750,NE32,54.966454,-1.479865
1751,NE33,54.991318,-1.427127
1752,NE34,54.975441,-1.423016
1753,NE35,54.961835,-1.462428
1754,NE36,54.953499,-1.463831
1755,NE37,54.909669,-1.527626
1756,NE38,54.889641,-1.520589
1757,NE39,54.927329,-1.7516
1758,NE4,54.974833,-1.644895
1759,NE40,54.960344,-1.758919
1760,NE41,54.973835,-1.820726
1761,NE42,54.959042,-1.86326
1762,NE43,54.956269,-1.909184
1763,NE44,54.940133,-2.017454
1764,NE45,54.978569,-2.014446
1765,NE46,54.998166,-2.124674
1766,NE47,54.918234,-2.197924
1767,NE48,55.13232,-2.344067
1768,NE49,54.978006,-2.469383
1769,NE5,55.000217,-1.699888
1770,NE6,54.978668,-1.563263
1771,NE61,55.181,-1.688
1772,NE62,55.161,-1.592
1773,NE63,55.178,-1.562
1774,NE64,55.184,-1.514
1775,NE65,55.313,-1.751
1776,NE66,55.428,-1.731
1777,NE67,55.534,-1.693
1778,NE68,55.574,-1.658
1779,NE69,55.605,-1.716
1780,NE7,54.994365,-1.580148
1781,NE70,55.594,-1.815
1782,NE71,55.555,-2.044
1783,NE8,54.953387,-1.608743
1784,NE82,54.938084,-1.615518
1785,NE83,54.934641,-1.615103
1786,NE85,54.921656,-1.554823
1787,NE88,54.941776,-1.614988
1788,NE9,54.930469,-1.57654
1789,NE92,54.941776,-1.614988
1790,NE98,54.972045,-1.598706
1791,NE99,54.973237,-1.61249
1792,NG1,52.955748,-1.148847
1793,NG10,52.901919,-1.280303
1794,NG11,52.889513,-1.192261
1795,NG12,52.912365,-1.040657
1796,NG13,52.940184,-0.947478
1797,NG14,53.014252,-1.023714
1798,NG15,53.05603,-1.196679
1799,NG16,53.038356,-1.281711
1800,NG17,53.118351,-1.264663
1801,NG18,53.131449,-1.182976
1802,NG19,53.167572,-1.196621
1803,NG2,52.931731,-1.132677
1804,NG20,53.205003,-1.191404
1805,NG21,53.140363,-1.116317
1806,NG22,53.171453,-0.945034
1807,NG23,53.107975,-0.801738
1808,NG24,53.07,-0.799
1809,NG25,53.073,-0.955
1810,NG3,52.984252,-1.157572
1811,NG31,52.917961,-0.631874
1812,NG32,52.949,-0.649
1813,NG33,52.818,-0.579
1814,NG34,52.988,-0.391
1815,NG4,52.977983,-1.082224
1816,NG5,53.008817,-1.145227
1817,NG6,53.005886,-1.185541
1818,NG7,52.952231,-1.18575
1819,NG70,53.154588,-1.186926
1820,NG8,52.964498,-1.213406
1821,NG80,52.916642,-1.159018
1822,NG9,52.931752,-1.241258
1823,NG90,52.927165,-1.191062
1824,NN1,52.243672,-0.882083
1825,NN10,52.286755,-0.582408
1826,NN11,52.217508,-1.18785
1827,NN12,52.152762,-1.009146
1828,NN13,52.037272,-1.144225
1829,NN14,52.412694,-0.645936
1830,NN15,52.377374,-0.704527
1831,NN16,52.416547,-0.679679
1832,NN17,52.528188,-0.649863
1833,NN18,52.477116,-0.696431
1834,NN2,52.26816,-0.898355
1835,NN29,52.25105,-0.667042
1836,NN3,52.269154,-0.845762
1837,NN4,52.211733,-0.892126
1838,NN5,52.24987,-0.933982
1839,NN6,52.337401,-0.951797
1840,NN7,52.219249,-0.89951
1841,NN8,52.300831,-0.68593
1842,NN9,52.333262,-0.61375
1843,NP10,51.569019,-3.065136
1844,NP11,51.647723,-3.13398
1845,NP12,51.683421,-3.195716
1846,NP13,51.737531,-3.181269
1847,NP15,51.732535,-2.873659
1848,NP16,51.6823,-2.715852
1849,NP18,51.598335,-2.924417
1850,NP19,51.584768,-2.944403
1851,NP20,51.587405,-3.008684
1852,NP22,51.770654,-3.258019
1853,NP23,51.767803,-3.197538
1854,NP24,51.716498,-3.243701
1855,NP25,51.794132,-2.754321
1856,NP26,51.587324,-2.793137
1857,NP4,51.731865,-3.035741
1858,NP44,51.646988,-3.025768
1859,NP7,51.856387,-2.967892
1860,NP8,51.872164,-3.148817
1861,NR1,52.624078,1.307184
1862,NR10,52.748763,1.228465
1863,NR11,52.857553,1.259142
1864,NR12,52.75891,1.466957
1865,NR13,52.61895,1.481554
1866,NR14,52.563325,1.394544
1867,NR15,52.494565,1.301915
1868,NR16,52.495895,1.017316
1869,NR17,52.517025,0.970347
1870,NR18,52.574681,1.102613
1871,NR19,52.677908,0.896239
1872,NR2,52.629485,1.289754
1873,NR20,52.732534,0.97452
1874,NR21,52.844104,0.856938
1875,NR22,52.871887,0.850572
1876,NR23,52.94589,0.865942
1877,NR24,52.860891,0.997739
1878,NR25,52.923043,1.085083
1879,NR26,52.934604,1.201338
1880,NR27,52.913627,1.296462
1881,NR28,52.819791,1.396306
1882,NR29,52.687554,1.616518
1883,NR3,52.6424,1.291561
1884,NR30,52.620167,1.687903
1885,NR31,52.568126,1.668262
1886,NR32,52.506103,1.704339
1887,NR33,52.444598,1.703294
1888,NR34,52.425474,1.587257
1889,NR35,52.459357,1.410562
1890,NR4,52.618421,1.263817
1891,NR5,52.641687,1.248654
1892,NR6,52.656092,1.283798
1893,NR7,52.642647,1.335526
1894,NR8,52.672118,1.230627
1895,NR9,52.649322,1.063208
1896,NW1,51.533313,-0.144693
1897,NW10,51.543656,-0.254508
1898,NW11,51.577939,-0.196588
1899,NW1W,51.530784,-0.13543
1900,NW2,51.559498,-0.223771
1901,NW3,51.554322,-0.175101
1902,NW4,51.589071,-0.223961
1903,NW5,51.55435,-0.144091
1904,NW6,51.541137,-0.198566
1905,NW7,51.615,-0.235
1906,NW8,51.531967,-0.174944
1907,NW9,51.585738,-0.260878
1908,OL1,53.557605,-2.113629
1909,OL10,53.586276,-2.2239
1910,OL11,53.606,-2.174
1911,OL12,53.635,-2.164
1912,OL13,53.701,-2.203
1913,OL14,53.708188,-2.104447
1914,OL15,53.645642,-2.104397
1915,OL16,53.60973,-2.108948
1916,OL2,53.565417,-2.107683
1917,OL3,53.553,-2.009
1918,OL4,53.542,-2.073
1919,OL5,53.517,-2.038
1920,OL6,53.494,-2.085
1921,OL7,53.494347,-2.109111
1922,OL8,53.525238,-2.111979
1923,OL9,53.538794,-2.13519
1924,OL95,53.556338,-2.105401
1925,OX1,51.729639,-1.28049
1926,OX10,51.604181,-1.113569
1927,OX11,51.591734,-1.2571
1928,OX12,51.579963,-1.426605
1929,OX13,51.665969,-1.364908
1930,OX14,51.660117,-1.252979
1931,OX15,52.055152,-1.429983
1932,OX16,52.063471,-1.340093
1933,OX17,52.071036,-1.301101
1934,OX18,51.767526,-1.582311
1935,OX2,51.765964,-1.30456
1936,OX20,51.868036,-1.36979
1937,OX25,51.908621,-1.206123
1938,OX26,51.898277,-1.159911
1939,OX27,51.936531,-1.143956
1940,OX28,51.786886,-1.493098
1941,OX29,51.780433,-1.454309
1942,OX3,51.778025,-1.215837
1943,OX33,51.775478,-1.128998
1944,OX39,51.700263,-0.922182
1945,OX4,51.728383,-1.22617
1946,OX44,51.699512,-1.139906
1947,OX49,51.651802,-1.008212
1948,OX5,51.849922,-1.217133
1949,OX6,51.909,-1.168
1950,OX7,51.916463,-1.511791
1951,OX8,51.79,-1.455
1952,OX9,51.718962,-1.003399
1953,PA1,55.845502,-4.426747
1954,PA10,55.833,-4.551
1955,PA11,55.857,-4.582
1956,PA12,55.796,-4.623
1957,PA13,55.893,-4.629
1958,PA14,55.927,-4.663
1959,PA15,55.942,-4.748
1960,PA16,55.930798,-4.814914
1961,PA17,55.865,-4.882
1962,PA18,55.889,-4.887
1963,PA19,55.949436,-4.809061
1964,PA2,55.82035,-4.450282
1965,PA20,55.835,-5.057
1966,PA21,55.901,-5.248
1967,PA22,55.997336,-5.134085
1968,PA23,55.955,-4.932
1969,PA24,56.157,-4.904
1970,PA25,56.216,-5.04
1971,PA26,56.258,-4.938
1972,PA27,56.154,-5.084
1973,PA28,55.436,-5.603
1974,PA29,55.804,-5.477
1975,PA3,55.855603,-4.457974
1976,PA30,56.014,-5.448
1977,PA31,56.050986,-5.505228
1978,PA32,56.183619,-5.156897
1979,PA33,56.37,-5.055
1980,PA34,56.403,-5.499
1981,PA35,56.405,-5.224
1982,PA36,56.521,-4.771
1983,PA37,56.477274,-5.353051
1984,PA38,56.592,-5.335
1985,PA4,55.876836,-4.416605
1986,PA41,55.674,-5.742
1987,PA42,55.64,-6.186
1988,PA43,55.756,-6.283
1989,PA44,55.798,-6.292
1990,PA45,55.82,-6.166
1991,PA46,55.862,-6.119
1992,PA47,55.682,-6.503
1993,PA48,55.738,-6.384
1994,PA49,55.782,-6.394
1995,PA5,55.831,-4.509
1996,PA6,55.864,-4.534
1997,PA60,55.88,-5.913
1998,PA61,56.072,-6.202
1999,PA62,56.359,-5.85
2000,PA63,56.382,-5.715
2001,PA64,56.439,-5.675
2002,PA65,56.469,-5.728
2003,PA66,56.329,-6.354
2004,PA67,56.314,-6.232
2005,PA68,56.437,-6.141
2006,PA69,56.38,-6.088
2007,PA7,55.909,-4.5
2008,PA70,56.364,-6.033
2009,PA71,56.481,-5.98
2010,PA72,56.518,-5.964
2011,PA73,56.497,-6.183
2012,PA74,56.533,-6.229
2013,PA75,56.612,-6.123
2014,PA76,56.334,-6.394
2015,PA77,56.494,-6.884
2016,PA78,56.625,-6.545
2017,PA8,55.901,-4.452
2018,PA9,55.81,-4.552
2019,PE1,52.590276,-0.235437
2020,PE10,52.788402,-0.36766
2021,PE11,52.803646,-0.192354
2022,PE12,52.766413,0.02486
2023,PE13,52.670742,0.085839
2024,PE14,52.62789,0.201218
2025,PE15,52.521145,0.07694
2026,PE16,52.453872,0.053126
2027,PE19,52.250776,-0.268349
2028,PE2,52.574173,-0.262489
2029,PE20,52.945161,-0.100624
2030,PE21,52.972043,-0.02398
2031,PE22,53.056725,0.024791
2032,PE23,53.174968,0.099945
2033,PE24,53.175387,0.247805
2034,PE25,53.159728,0.332583
2035,PE26,52.469124,-0.089694
2036,PE27,52.330717,-0.094574
2037,PE28,52.379361,-0.230575
2038,PE29,52.321308,-0.181509
2039,PE3,52.588889,-0.272609
2040,PE30,52.772313,0.423104
2041,PE31,52.872996,0.597387
2042,PE32,52.73,0.628
2043,PE33,52.644576,0.49076
2044,PE34,52.711159,0.323693
2045,PE35,52.825,0.512
2046,PE36,52.931264,0.532354
2047,PE37,52.644,0.693
2048,PE38,52.589,0.377
2049,PE4,52.614303,-0.26082
2050,PE5,52.585492,-0.340375
2051,PE6,52.638626,-0.196645
2052,PE7,52.530224,-0.18165
2053,PE8,52.52295,-0.436517
2054,PE9,52.670846,-0.48295
2055,PH1,56.466959,-3.561785
2056,PH10,56.609,-3.36
2057,PH11,56.639,-3.234
2058,PH12,56.576,-3.152
2059,PH13,56.537,-3.274
2060,PH14,56.453,-3.186
2061,PH15,56.61,-3.941
2062,PH16,56.707,-3.809
2063,PH17,56.688,-4.382
2064,PH18,56.774,-3.889
2065,PH19,56.935,-4.255
2066,PH2,56.387,-3.404
2067,PH20,57.054,-4.155
2068,PH21,57.089,-4.022
2069,PH22,57.198,-3.806
2070,PH23,57.287,-3.801
2071,PH24,57.254,-3.748
2072,PH25,57.262,-3.647
2073,PH26,57.33,-3.605
2074,PH3,56.302,-3.704
2075,PH30,56.792,-4.6
2076,PH31,56.892,-4.816
2077,PH32,57.145,-4.683
2078,PH33,56.7508,-5.328844
2079,PH34,56.926,-4.926
2080,PH35,57.076,-4.93
2081,PH36,56.721,-5.866
2082,PH37,56.816195,-5.528405
2083,PH38,56.845,-5.747
2084,PH39,56.913,-5.841
2085,PH4,56.261,-3.783
2086,PH40,56.96273,-5.739823
2087,PH41,57.004,-5.832
2088,PH42,56.902,-6.142
2089,PH43,57.016,-6.28
2090,PH44,57.057,-6.503
2091,PH49,56.675,-5.11
2092,PH5,56.329,-3.828
2093,PH50,56.714,-4.964
2094,PH6,56.372,-3.995
2095,PH7,56.373,-3.826
2096,PH8,56.550232,-3.675208
2097,PH9,56.651,-3.691
2098,PL1,50.369212,-4.143605
2099,PL10,50.347162,-4.213171
2100,PL11,50.37649,-4.290812
2101,PL12,50.440091,-4.291812
2102,PL13,50.36653,-4.495377
2103,PL14,50.4599,-4.48599
2104,PL15,50.620911,-4.440672
2105,PL16,50.66417,-4.287574
2106,PL17,50.523425,-4.320694
2107,PL18,50.517052,-4.249081
2108,PL19,50.563948,-4.182313
2109,PL2,50.383731,-4.143419
2110,PL20,50.501,-4.1
2111,PL21,50.38481,-3.907164
2112,PL22,50.403154,-4.640656
2113,PL23,50.344982,-4.624074
2114,PL24,50.357441,-4.711844
2115,PL25,50.343653,-4.778291
2116,PL26,50.332127,-4.836391
2117,PL27,50.533117,-4.902779
2118,PL28,50.529986,-4.981866
2119,PL29,50.535754,-4.793361
2120,PL3,50.383948,-4.127383
2121,PL30,50.499762,-4.737563
2122,PL31,50.470866,-4.723661
2123,PL32,50.649531,-4.647432
2124,PL33,50.618815,-4.738026
2125,PL34,50.658926,-4.732742
2126,PL35,50.68538,-4.672516
2127,PL4,50.373306,-4.125679
2128,PL5,50.419474,-4.167048
2129,PL6,50.418,-4.116
2130,PL7,50.420283,-4.030637
2131,PL8,50.335568,-4.02085
2132,PL9,50.344591,-4.087926
2133,PL95,50.364357,-4.104633
2134,PO1,50.798947,-1.089521
2135,PO10,50.845961,-0.925525
2136,PO11,50.791,-0.975
2137,PO12,50.798391,-1.142548
2138,PO13,50.812,-1.177
2139,PO14,50.838993,-1.22591
2140,PO15,50.866634,-1.227089
2141,PO16,50.850353,-1.156753
2142,PO17,50.887883,-1.147406
2143,PO18,50.875128,-0.787122
2144,PO19,50.842375,-0.785078
2145,PO2,50.812021,-1.082514
2146,PO20,50.791262,-0.781814
2147,PO21,50.786185,-0.705811
2148,PO22,50.81262,-0.644671
2149,PO3,50.816822,-1.064742
2150,PO30,50.679662,-1.348417
2151,PO31,50.753,-1.306
2152,PO32,50.75,-1.28
2153,PO33,50.714559,-1.177213
2154,PO34,50.716,-1.112
2155,PO35,50.686,-1.084
2156,PO36,50.669163,-1.164722
2157,PO37,50.63139,-1.182286
2158,PO38,50.604,-1.241
2159,PO39,50.68,-1.538
2160,PO4,50.791421,-1.059343
2161,PO40,50.684468,-1.512729
2162,PO41,50.699,-1.477
2163,PO5,50.788569,-1.088156
2164,PO6,50.845877,-1.068629
2165,PO7,50.911106,-1.05861
2166,PO8,50.923803,-0.994111
2167,PO9,50.875657,-0.966365
2168,PR0,53.758805,-2.683907
2169,PR1,53.754842,-2.708077
2170,PR11,53.778126,-2.685436
2171,PR2,53.782462,-2.693439
2172,PR25,53.694,-2.693
2173,PR26,53.687,-2.74
2174,PR3,53.869,-2.716
2175,PR4,53.754,-2.833
2176,PR5,53.740183,-2.63814
2177,PR6,53.667,-2.609
2178,PR7,53.643195,-2.668681
2179,PR8,53.617573,-2.999234
2180,PR9,53.66,-2.968
2181,RG1,51.453118,-0.969128
2182,RG10,51.480331,-0.874369
2183,RG12,51.407528,-0.753155
2184,RG14,51.412843,-1.320011
2185,RG17,51.442665,-1.507559
2186,RG18,51.444561,-1.245329
2187,RG19,51.376601,-1.255961
2188,RG2,51.418062,-0.938594
2189,RG20,51.42355,-1.347745
2190,RG21,51.263381,-1.087826
2191,RG22,51.249273,-1.119584
2192,RG23,51.251002,-1.156653
2193,RG24,51.281291,-1.067374
2194,RG25,51.225801,-1.15099
2195,RG26,51.315072,-1.140177
2196,RG27,51.307085,-0.953083
2197,RG28,51.246614,-1.338552
2198,RG29,51.235837,-0.937807
2199,RG30,51.43828,-1.025635
2200,RG31,51.458379,-1.028316
2201,RG4,51.500299,-0.969302
2202,RG40,51.401614,-0.839795
2203,RG41,51.417112,-0.871586
2204,RG42,51.438927,-0.748663
2205,RG45,51.38286,-0.803686
2206,RG5,51.451758,-0.924728
2207,RG6,51.440383,-0.936305
2208,RG7,51.373413,-1.070053
2209,RG8,51.501415,-1.126942
2210,RG9,51.563896,-0.938633
2211,RH1,51.234337,-0.133752
2212,RH10,51.116697,-0.1333
2213,RH11,51.111,-0.205
2214,RH12,51.095418,-0.37152
2215,RH13,51.017914,-0.335289
2216,RH14,51.032,-0.483
2217,RH15,50.956853,-0.128864
2218,RH16,51.002512,-0.086449
2219,RH17,51.021,-0.115
2220,RH18,51.093883,0.026749
2221,RH19,51.108906,-0.011523
2222,RH2,51.228951,-0.228366
2223,RH20,50.937,-0.47
2224,RH3,51.232,-0.279
2225,RH4,51.222806,-0.343054
2226,RH5,51.189415,-0.349366
2227,RH6,51.171,-0.162
2228,RH7,51.174,-0.016
2229,RH8,51.247482,0.005814
2230,RH9,51.236,-0.068
2231,RM1,51.585869,0.184763
2232,RM10,51.544473,0.16028
2233,RM11,51.572636,0.214983
2234,RM12,51.551654,0.209003
2235,RM13,51.517496,0.196964
2236,RM14,51.561418,0.312315
2237,RM15,51.512713,0.271966
2238,RM16,51.50458,0.33613
2239,RM17,51.481051,0.309275
2240,RM18,51.469094,0.375546
2241,RM19,51.483168,0.275403
2242,RM2,51.583238,0.195147
2243,RM20,51.477252,0.292301
2244,RM3,51.604206,0.227053
2245,RM4,51.626705,0.171292
2246,RM5,51.59116,0.159866
